item_id,domain,evidence_text,source_name,source_page,source_url,date_time,location,claim_text,label,claim_type
roadworks_007_N,roadworks,Roadworks on Stakeford Lane: Excavate on service to install new boundary box.. Delays unlikely. Work expected to end 2026-04-21.,Newcastle City Council Roadworks,Roadworks in Newcastle Map (One.Network),https://community.newcastle.gov.uk/apps/showroadworks,2026-04-15T00:00:00+01:00,Stakeford Lane,The Stakeford Lane roadworks to install a boundary box are part of a new housing development connection project.,Not Enough Evidence,unsupported_extra_detail
crime_001_S,crime,"Anti-social behaviour recorded on On Or Near Parking Area, Newcastle, in January 2026.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Parking Area,An anti-social behaviour incident was recorded near a parking area in Newcastle in January 2026.,Supported,approximate_paraphrase
crime_001_R,crime,"Anti-social behaviour recorded on On Or Near Parking Area, Newcastle, in January 2026.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Parking Area,An anti-social behaviour incident was recorded near the Central Station area in Newcastle in January 2026.,Refuted,location_mismatch
crime_001_N,crime,"Anti-social behaviour recorded on On Or Near Parking Area, Newcastle, in January 2026.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Parking Area,The anti-social behaviour incident recorded near the parking area in Newcastle in January 2026 involved a group of individuals causing damage to parked vehicles.,Not Enough Evidence,unsupported_extra_detail
crime_002_S,crime,"Bicycle theft recorded on On Or Near Edward Place, Newcastle, in January 2026. Outcome: Under investigation.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Edward Place,A bicycle theft was recorded near Edward Place in Newcastle in January 2026 and remains under investigation.,Supported,approximate_paraphrase
crime_002_R,crime,"Bicycle theft recorded on On Or Near Edward Place, Newcastle, in January 2026. Outcome: Under investigation.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Edward Place,The bicycle theft recorded near Edward Place in Newcastle in January 2026 has concluded with a suspect being charged.,Refuted,outcome_mismatch
crime_002_N,crime,"Bicycle theft recorded on On Or Near Edward Place, Newcastle, in January 2026. Outcome: Under investigation.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Edward Place,The bicycle theft near Edward Place in January 2026 involved a locked bicycle taken from a local business.,Not Enough Evidence,unsupported_extra_detail
crime_003_S,crime,"Burglary recorded on On Or Near Haymarket, Newcastle, in January 2026. Outcome: Under investigation.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Haymarket,A burglary was recorded near the Haymarket area of Newcastle in January 2026 and is currently under investigation.,Supported,approximate_paraphrase
crime_003_R,crime,"Burglary recorded on On Or Near Haymarket, Newcastle, in January 2026. Outcome: Under investigation.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Haymarket,A burglary was recorded near Eldon Square in Newcastle in January 2026 and is currently under investigation.,Refuted,location_mismatch
crime_003_N,crime,"Burglary recorded on On Or Near Haymarket, Newcastle, in January 2026. Outcome: Under investigation.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Haymarket,The burglary recorded near the Haymarket in January 2026 was at a commercial premises.,Not Enough Evidence,unsupported_extra_detail
crime_004_S,crime,"Criminal damage and arson recorded on On Or Near St Nicholas' Church Yard, Newcastle, in January 2026. Outcome: Investigation complete; no suspect identified.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near St Nicholas' Church Yard,A criminal damage and arson offence was recorded near St Nicholas' Church Yard in Newcastle in January 2026 with no suspect identified.,Supported,approximate_paraphrase
crime_004_R,crime,"Criminal damage and arson recorded on On Or Near St Nicholas' Church Yard, Newcastle, in January 2026. Outcome: Investigation complete; no suspect identified.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near St Nicholas' Church Yard,The criminal damage and arson offence near St Nicholas' Church Yard in Newcastle in January 2026 resulted in a suspect being arrested and charged.,Refuted,outcome_mismatch
crime_004_N,crime,"Criminal damage and arson recorded on On Or Near St Nicholas' Church Yard, Newcastle, in January 2026. Outcome: Investigation complete; no suspect identified.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near St Nicholas' Church Yard,The criminal damage and arson recorded near St Nicholas' Church Yard in January 2026 involved a burning rubbish bin.,Not Enough Evidence,unsupported_extra_detail
crime_005_S,crime,"Drugs offence recorded on On Or Near Fenkle Street, Newcastle, in January 2026. Outcome: Under investigation.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Fenkle Street,A drugs offence was recorded near Fenkle Street in Newcastle in January 2026 and is currently under investigation.,Supported,approximate_paraphrase
crime_005_R,crime,"Drugs offence recorded on On Or Near Fenkle Street, Newcastle, in January 2026. Outcome: Under investigation.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Fenkle Street,No drugs offences were recorded near Fenkle Street in Newcastle in January 2026.,Refuted,negation
crime_005_N,crime,"Drugs offence recorded on On Or Near Fenkle Street, Newcastle, in January 2026. Outcome: Under investigation.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Fenkle Street,A drugs offence recorded near Fenkle Street in January 2026 involved possession of Class A substances.,Not Enough Evidence,unsupported_extra_detail
crime_006_S,crime,"Possession of weapons recorded on On Or Near Bus/Coach Station, Newcastle, in January 2026. Outcome: Awaiting court outcome.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Bus/Coach Station,A weapons possession offence was recorded near Newcastle Bus Station in January 2026 and the case is awaiting a court outcome.,Supported,approximate_paraphrase
crime_006_R,crime,"Possession of weapons recorded on On Or Near Bus/Coach Station, Newcastle, in January 2026. Outcome: Awaiting court outcome.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Bus/Coach Station,No weapons possession incidents were recorded at Newcastle Bus Station in January 2026.,Refuted,negation
crime_006_N,crime,"Possession of weapons recorded on On Or Near Bus/Coach Station, Newcastle, in January 2026. Outcome: Awaiting court outcome.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Bus/Coach Station,The weapons possession offence recorded near Newcastle Bus Station in January 2026 involved a knife found during a routine stop and search.,Not Enough Evidence,unsupported_extra_detail
crime_007_S,crime,"Shoplifting recorded on On Or Near Prince Albert Terrace, Newcastle, in January 2026. Outcome: Investigation complete; no suspect identified.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Prince Albert Terrace,A shoplifting incident was recorded near Prince Albert Terrace in Newcastle in January 2026.,Supported,approximate_paraphrase
crime_007_R,crime,"Shoplifting recorded on On Or Near Prince Albert Terrace, Newcastle, in January 2026. Outcome: Investigation complete; no suspect identified.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Prince Albert Terrace,Several suspects were arrested in January 2026 following a shoplifting incident on Prince Albert Terrace.,Refuted,outcome_mismatch
crime_007_N,crime,"Shoplifting recorded on On Or Near Prince Albert Terrace, Newcastle, in January 2026. Outcome: Investigation complete; no suspect identified.",Police.uk,Street-level crime data,https://data.police.uk/api/crimes-street/all-crime,2026-01-01T00:00:00+00:00,On Or Near Prince Albert Terrace,The shoplifting near Prince Albert Terrace in January 2026 involved goods stolen from a nearby convenience store.,Not Enough Evidence,unsupported_extra_detail
